MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Type,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Feature,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
Two_Story_1945_and_Older,Residential_Medium_Density,60,6000,Pave,Gravel,Regular,Lvl,AllPub,Corner,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Excellent,1905,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,572,572,GasA,Excellent,Y,SBrkr,884,656,1540,0,0,1,1,3,1,7,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,240,77,0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD ,Normal,129400,-93.616998,42.027073
Two_Story_1945_and_Older,Residential_Medium_Density,60,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Excellent,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,None,0,Excellent,BrkTil,Typical,No,Rec,6,Unf,0,548,689,GasA,Excellent,Y,SBrkr,689,689,1378,0,0,2,0,3,1,7,Typ,1,Detchd,Unf,2,360,Typical,Dirt_Gravel,0,0,116,0,0,0,No_Pool,No_Fence,None,0,10,2008,WD ,Normal,161000,-93.616996,42.027032
Two_Story_1945_and_Older,Residential_Medium_Density,60,10800,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Old_Town,Norm,Norm,OneFam,Two_Story,Good,1890,1999,Gable,CompShg,Wd Sdng,Wd Shng,None,0,Typical,BrkTil,Typical,Mn,Unf,7,Unf,0,1313,1313,GasW,Good,Y,SBrkr,1313,1182,2495,0,0,2,0,5,1,10,Typ,1,Detchd,Unf,2,342,Fair,Paved,0,299,0,0,0,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,184000,-93.60755209999999,42.0273991
One_and_Half_Story_Unfinished_All_Ages,Residential_Medium_Density,50,6130,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Unf,Above_Average,1924,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Typical,No,ALQ,1,Unf,0,0,784,GasA,Good,Y,SBrkr,784,0,784,1,0,1,0,2,1,5,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,0,0,116,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,109500,-93.624715,42.033456
Two_Story_1945_and_Older,Residential_Medium_Density,59,5870,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Brookside,Feedr,Feedr,OneFam,Two_Story,Excellent,1900,2000,Gable,CompShg,HdBoard,HdBoard,None,0,Good,BrkTil,Typical,No,Unf,7,Unf,0,554,554,GasA,Excellent,Y,SBrkr,736,554,1290,0,0,1,1,3,1,6,Typ,0,Detchd,Unf,1,200,Typical,Paved,38,112,0,0,0,0,No_Pool,Minimum_Privacy,Shed,400,4,2008,WD ,Normal,106900,-93.625589,42.033699
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,5520,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR2,Gtl,Brookside,Feedr,Norm,OneFam,One_and_Half_Fin,Good,1920,1997,Gable,CompShg,AsbShng,AsbShng,None,0,Good,BrkTil,Typical,No,ALQ,1,Unf,0,497,565,GasA,Typical,Y,SBrkr,565,651,1216,1,0,1,0,3,1,6,Typ,1,BuiltIn,RFn,1,355,Typical,Paved,0,0,180,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2008,WD ,Normal,115000,-93.624688,42.031354
Two_Story_1945_and_Older,Residential_Medium_Density,60,6155,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,FR3,Gtl,Brookside,RRNn,Feedr,OneFam,Two_Story,Very_Good,1920,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Fair,Mn,Unf,7,Unf,0,611,611,GasA,Excellent,Y,SBrkr,751,611,1362,0,0,2,0,3,1,6,Typ,0,Detchd,Fin,2,502,Fair,Paved,0,0,84,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,128000,-93.624591,42.031049
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,64,13053,Pave,Paved,Regular,Bnk,AllPub,Inside,Gtl,Brookside,Norm,Norm,OneFam,One_and_Half_Fin,Good,1923,2000,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,833,833,GasA,Good,Y,SBrkr,1053,795,1848,0,0,1,1,4,1,8,Typ,1,Detchd,Unf,2,370,Typical,Dirt_Gravel,0,0,0,0,220,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,207000,-93.627,42.029399
One_Story_1945_and_Older,Residential_Medium_Density,0,6291,Grvl,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,RRNe,Norm,OneFam,One_Story,Above_Average,1930,1950,Gable,CompShg,Stucco,Wd Shng,None,0,Good,BrkTil,Typical,No,Unf,7,Unf,0,768,768,GasA,Typical,Y,SBrkr,768,0,768,0,0,1,0,1,1,4,Typ,0,Detchd,Unf,2,440,Typical,Dirt_Gravel,0,0,84,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,93850,-93.6259506,42.0255246
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,60,6876,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1938,1958,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,1272,1272,GasA,Typical,Y,SBrkr,1272,0,1969,0,0,2,0,4,1,9,Min1,1,Detchd,Unf,2,400,Typical,Paved,0,34,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,COD,Normal,141000,-93.627729,42.024265
One_and_Half_Story_Finished_All_Ages,Residential_Medium_Density,62,7006,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,OneFam,One_and_Half_Fin,Above_Average,1925,1950,Gable,CompShg,Stucco,Stucco,None,0,Typical,PConc,Typical,No,Rec,6,Unf,0,647,768,GasA,Typical,Y,SBrkr,788,448,1236,1,0,2,0,3,1,6,Typ,1,Detchd,Unf,1,384,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,8,2008,WD ,Family,127000,-93.6295,42.022574
Two_Family_conversion_All_Styles_and_Ages,Residential_Medium_Density,60,10320,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Iowa_DOT_and_Rail_Road,Norm,Norm,TwoFmCon,Two_Story,Fair,1915,1950,Gable,CompShg,AsphShn,AsphShn,None,0,Fair,PConc,Fair,No,Unf,7,Unf,0,536,536,GasA,Excellent,N,FuseF,808,536,1344,0,0,2,0,3,2,8,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,42,0,204,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,82375,-93.6246096,42.0242331
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,80,17120,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Clear_Creek,Feedr,Norm,OneFam,One_and_Half_Fin,Below_Average,1959,1959,Gable,CompShg,WdShing,Plywood,None,0,Typical,CBlock,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,Y,SBrkr,1120,468,1588,0,0,2,0,4,1,7,Min2,1,Detchd,Fin,2,680,Typical,Dirt_Gravel,0,59,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,134432,-93.657031,42.031281
Two_Family_conversion_All_Styles_and_Ages,Residential_Low_Density,62,10106,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwoFmCon,One_and_Half_Fin,Good,1940,1999,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Good,BrkTil,Typical,No,ALQ,1,Rec,181,112,644,GasA,Good,Y,SBrkr,808,547,1355,1,0,2,0,4,2,6,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Paved,140,0,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,127500,-93.658395,42.02393
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,11200,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Average,1965,1965,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,134,1040,GasA,Excellent,Y,SBrkr,1040,0,1040,1,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,384,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD ,Normal,129500,-93.669806,42.033225
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,0,7162,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,OneFam,One_Story,Good,1966,1966,Gable,CompShg,HdBoard,HdBoard,BrkCmn,41,Typical,PConc,Typical,No,Unf,7,Unf,0,876,876,GasA,Typical,Y,SBrkr,904,0,904,0,0,1,0,3,1,6,Typ,0,Attchd,Unf,1,408,Typical,Paved,0,0,0,0,0,0,No_Pool,Minimum_Privacy,None,0,12,2008,WD ,Abnorml,109900,-93.676873,42.031571
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,82,20270,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,Clear_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1979,1979,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,Typical,Gd,GLQ,3,Unf,0,925,1524,GasA,Typical,Y,SBrkr,1524,0,1524,1,0,2,0,3,1,7,Typ,2,Attchd,Fin,2,478,Typical,Paved,140,0,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,245000,-93.67358000000002,42.02521
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,5190,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Average,1948,1950,Gable,CompShg,BrkFace,Plywood,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,570,570,GasA,Typical,Y,SBrkr,617,462,1079,0,0,1,0,2,1,5,Typ,1,Attchd,Unf,1,249,Typical,Paved,135,0,0,0,0,0,No_Pool,No_Fence,None,0,1,2008,WD ,Normal,125600,-93.66515,42.027507
Two_Story_1945_and_Older,Residential_Low_Density,120,13728,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,OneFam,Two_Story,Good,1935,1986,Hip,CompShg,Stucco,Stucco,None,0,Typical,CBlock,Typical,No,Rec,6,Unf,0,501,1127,GasA,Excellent,Y,SBrkr,1236,872,2108,0,0,2,0,4,1,7,Typ,2,Basment,Unf,2,540,Typical,Paved,0,0,0,0,90,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,235000,-93.6608625,42.0280297
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,68,9571,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Above_Average,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,CBlock,Typical,Av,Rec,6,Unf,0,639,1509,GasA,Typical,Y,FuseA,1509,0,1509,1,0,1,0,3,1,6,Typ,1,Attchd,Unf,1,322,Typical,Paved,158,0,0,0,576,0,No_Pool,Minimum_Privacy,None,0,7,2008,WD ,Normal,159900,-93.667534,42.024025
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,50,8405,Pave,Gravel,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_and_Half_Fin,Very_Good,1900,1950,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,BrkTil,Good,No,Rec,6,BLQ,391,229,861,GasA,Excellent,Y,SBrkr,961,406,1367,1,0,1,0,4,1,7,Typ,0,Detchd,Unf,1,384,Typical,Paved,0,130,112,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2008,WD ,Normal,119000,-93.6644616,42.0236702
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,60,9600,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,OneFam,One_and_Half_Fin,Average,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,572,572,Grav,Fair,N,FuseF,572,524,1096,0,0,1,0,2,1,5,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,0,8,128,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,79000,-93.658528,42.022769
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,80,9938,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Sawyer_West,Norm,Norm,OneFam,One_Story,Average,1994,1994,Gable,CompShg,HdBoard,HdBoard,BrkFace,251,Typical,PConc,Typical,No,GLQ,3,Unf,0,331,1602,GasA,Excellent,Y,SBrkr,1626,0,1626,1,0,2,1,3,1,7,Typ,1,Attchd,RFn,2,534,Typical,Paved,424,40,0,0,0,0,No_Pool,No_Fence,None,0,4,2008,WD ,Normal,226500,-93.682029,42.03085
Split_or_Multilevel,Residential_Low_Density,85,10541,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Sawyer_West,Norm,Norm,OneFam,SLvl,Average,1996,1996,Gable,CompShg,VinylSd,VinylSd,None,0,Typical,PConc,Typical,Av,Unf,7,Unf,0,672,672,GasA,Excellent,Y,SBrkr,1302,735,2037,0,0,2,1,3,1,8,Typ,1,Attchd,Fin,2,472,Typical,Paved,100,33,0,0,0,0,No_Pool,No_Fence,None,0,2,2008,WD ,Normal,229000,-93.682175,42.030621
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,91,11778,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,PosN,Norm,OneFam,One_Story,Average,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,402,Typical,PConc,Typical,Av,GLQ,3,Unf,0,598,1751,GasA,Excellent,Y,SBrkr,1766,0,1766,1,0,2,1,3,1,8,Typ,2,Attchd,Fin,3,874,Typical,Paved,216,36,0,0,0,0,No_Pool,No_Fence,None,0,12,2008,New,Partial,395039,-93.686789,42.027193
Two_Story_1946_and_Newer,Residential_Low_Density,68,8998,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,120,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,255,782,GasA,Excellent,Y,SBrkr,782,870,1652,0,0,2,1,3,1,6,Typ,0,Attchd,RFn,2,532,Typical,Paved,0,70,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,207500,-93.690276,42.017423
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,88,12803,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,99,Typical,PConc,Typical,Mn,GLQ,3,Unf,0,572,1494,GasA,Excellent,Y,SBrkr,1494,0,1494,1,0,2,0,3,1,6,Typ,1,Attchd,RFn,2,530,Typical,Paved,192,36,0,0,0,0,No_Pool,No_Fence,None,0,9,2008,WD ,Normal,221000,-93.691706,42.016276
Split_or_Multilevel,Residential_Low_Density,65,8385,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,SLvl,Very_Good,1977,1977,Gable,CompShg,HdBoard,HdBoard,BrkFace,220,Typical,CBlock,Good,Av,GLQ,3,Unf,0,390,985,GasA,Typical,Y,SBrkr,985,0,985,0,0,2,0,3,1,6,Typ,0,Attchd,Unf,1,328,Typical,Paved,210,0,0,0,0,0,No_Pool,No_Fence,None,0,11,2008,WD ,Normal,149900,-93.686888,42.021234
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,40,14330,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,CulDSac,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Above_Average,1975,2001,Gable,CompShg,Plywood,Wd Sdng,None,0,Typical,CBlock,Typical,No,Rec,6,ALQ,596,180,864,GasA,Typical,Y,SBrkr,1558,0,1558,1,0,2,0,2,1,5,Min2,0,Attchd,Fin,2,440,Typical,Paved,140,0,239,0,227,0,No_Pool,No_Fence,None,0,8,2008,WD ,Normal,163000,-93.6844,42.02107
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,60,7180,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Good,1972,1972,Hip,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,Av,ALQ,1,Unf,0,474,864,GasA,Typical,Y,SBrkr,864,0,864,0,0,1,0,3,1,5,Typ,0,Detchd,Unf,1,352,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,127000,-93.683158,42.020796
Two_Story_1946_and_Newer,Residential_Low_Density,0,11250,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,OneFam,Two_Story,Average,2002,2002,Gable,CompShg,CemntBd,CmentBd,None,0,Typical,PConc,Typical,Mn,Unf,7,Unf,0,1128,1128,GasA,Excellent,Y,SBrkr,1149,1141,2290,0,0,2,1,4,1,9,Typ,1,Attchd,Unf,2,779,Typical,Paved,0,0,0,0,0,0,No_Pool,No_Fence,None,0,5,2008,WD ,Normal,255900,-93.686644,42.016975
Duplex_All_Styles_and_Ages,Residential_Medium_Density,83,10126,Pave,No_Alley_Access,Regular,Lvl,AllPub,Corner,Gtl,College_Creek,Norm,Norm,Duplex,SFoyer,Average,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0,Good,PConc,Typical,Gd,GLQ,3,LwQ,162,83,1838,GasA,Excellent,Y,SBrkr,1838,0,1838,2,0,2,0,2,2,8,Typ,0,Attchd,Unf,3,721,Typical,Paved,160,67,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Abnorml,185000,-93.68031,42.016262
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,70,9135,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,College_Creek,Norm,Norm,OneFam,One_Story,Average,2002,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,113,Typical,PConc,Typical,Av,GLQ,3,Unf,0,726,1536,GasA,Excellent,Y,SBrkr,1536,0,1536,1,0,2,0,3,1,7,Typ,0,Attchd,RFn,2,532,Typical,Paved,192,74,0,0,0,0,No_Pool,No_Fence,None,0,12,2008,WD ,Normal,214000,-93.687825,42.014549
One_Story_1945_and_Older,Residential_Low_Density,67,8777,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,OneFam,One_Story,Good,1910,1950,Gable,CompShg,MetalSd,Wd Sdng,None,0,Typical,CBlock,Typical,No,Unf,7,Unf,0,796,796,GasA,Good,Y,FuseA,796,0,796,0,0,1,0,2,1,4,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Partial_Pavement,328,0,164,0,0,0,No_Pool,Minimum_Privacy,None,0,5,2008,WD ,Normal,85000,-93.67830300000001,42.01974999999999
Duplex_All_Styles_and_Ages,Residential_Low_Density,67,8777,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Feedr,Norm,Duplex,One_and_Half_Fin,Good,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,ALQ,1,Unf,0,188,1272,GasA,Good,Y,SBrkr,1272,928,2200,2,0,2,2,4,2,9,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,0,70,0,0,0,0,No_Pool,Good_Privacy,None,0,9,2008,WD ,Normal,145900,-93.678304,42.019937
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,75,9937,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,One_Story,Above_Average,1965,1965,Gable,CompShg,HdBoard,HdBoard,None,0,Typical,CBlock,Typical,No,BLQ,2,LwQ,290,136,1256,GasA,Good,Y,SBrkr,1256,0,1256,1,0,1,1,3,1,6,Typ,0,Attchd,Fin,1,276,Typical,Paved,736,68,0,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Normal,147500,-93.677407,42.021244
Split_Foyer,Residential_Low_Density,90,10012,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,SFoyer,Average,1972,1972,Gable,CompShg,Plywood,Plywood,None,0,Typical,CBlock,Typical,Av,BLQ,2,Rec,180,38,1138,GasA,Typical,Y,SBrkr,1181,0,1181,1,0,2,0,3,1,6,Typ,0,Detchd,RFn,2,588,Typical,Paved,0,0,180,0,0,0,No_Pool,Minimum_Privacy,None,0,4,2008,WD ,Normal,137500,-93.671443,42.019861
Two_Story_1946_and_Newer,Residential_Low_Density,60,6931,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,OneFam,Two_Story,Average,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92,Typical,PConc,Typical,No,Unf,7,Unf,0,746,746,GasA,Excellent,Y,SBrkr,760,896,1656,0,0,2,1,3,1,7,Typ,1,BuiltIn,Fin,2,397,Typical,Paved,178,128,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,165400,-93.672408,42.018991
Duplex_All_Styles_and_Ages,Residential_Low_Density,74,6845,Pave,No_Alley_Access,Regular,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,One_Story,Average,1955,1955,Gable,CompShg,WdShing,Wd Shng,BrkCmn,58,Typical,Slab,No_Basement,No_Basement,No_Basement,5,No_Basement,0,0,0,GasA,Typical,N,FuseF,1152,0,1152,0,0,2,0,2,2,6,Typ,0,No_Garage,No_Garage,0,0,No_Garage,Dirt_Gravel,0,0,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,82500,-93.665562,42.019544
Two_and_Half_Story_All_Ages,Residential_Low_Density,60,8400,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Mod,South_and_West_of_Iowa_State_University,Norm,Norm,OneFam,Two_and_Half_Fin,Very_Good,1939,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,PConc,Typical,No,LwQ,4,Unf,0,342,720,GasA,Excellent,Y,SBrkr,1052,720,2192,0,0,2,1,4,1,8,Typ,1,Detchd,Unf,1,240,Typical,Paved,262,24,0,0,0,0,No_Pool,No_Fence,None,0,7,2008,WD ,Normal,179500,-93.65181,42.018715
Two_Story_1945_and_Older,Residential_Low_Density,66,8969,Pave,No_Alley_Access,Regular,Bnk,AllPub,Inside,Gtl,Crawford,Norm,Norm,OneFam,Two_Story,Above_Average,1926,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,BLQ,2,Unf,0,265,644,GasA,Excellent,Y,SBrkr,672,644,1316,1,0,1,0,2,1,6,Typ,1,Detchd,Unf,1,369,Typical,Partial_Pavement,0,0,0,0,192,0,No_Pool,Minimum_Privacy,None,0,7,2008,WD ,Normal,145000,-93.646438,42.01791
One_and_Half_Story_Finished_All_Ages,Residential_Low_Density,0,9260,Pave,Gravel,Slightly_Irregular,HLS,AllPub,Inside,Gtl,Crawford,Feedr,Norm,OneFam,One_and_Half_Fin,Below_Average,1938,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Typical,BrkTil,Typical,No,Unf,7,Unf,0,884,884,GasA,Typical,Y,FuseF,932,442,1374,0,0,1,0,3,1,6,Typ,0,Detchd,Unf,1,225,Typical,Paved,64,0,0,0,100,0,No_Pool,No_Fence,None,0,3,2008,WD ,Normal,110000,-93.639497,42.018766
One_Story_1946_and_Newer_All_Styles,Residential_Low_Density,79,7801,Pave,No_Alley_Access,Slightly_Irregular,Lvl,AllPub,Corner,Gtl,Crawford,Feedr,Norm,OneFam,One_Story,Average,1951,1951,Hip,CompShg,WdShing,Plywood,BrkFace,88,Fair,PConc,Typical,No,Rec,6,Unf,0,591,1091,GasA,Fair,N,FuseA,1091,0,1091,0,1,1,0,2,1,5,Typ,1,Attchd,Fin,1,344,Typical,Paved,66,105,0,0,221,0,No_Pool,Minimum_Privacy,None,0,5,2008,WD ,Normal,104000,-93.639467,42.017528
Two_Story_1945_and_Older,Residential_Low_Density,100,9670,Pave,No_Alley_Access,Slightly_Irregular,HLS,AllPub,Inside,Mod,Crawford,Norm,Norm,OneFam,Two_Story,Above_Average,1935,1950,Gable,CompShg,BrkFace,Stucco,Stone,40,Typical,PConc,Fair,No,LwQ,4,Unf,0,398,608,GasA,Typical,Y,SBrkr,983,890,1873,0,0,1,1,4,1,9,Typ,2,Detchd,Fin,2,786,Typical,Paved,0,0,207,0,0,0,No_Pool,No_Fence,None,0,6,2008,WD ,Alloca,257076,-93.641084,42.016769
Two_Story_PUD_1946_and_Newer,Residential_Medium_Density,24,1879,Pave,No_Alley_Access,Regular,Lvl,AllPub,CulDSac,Gtl,Blueste,Norm,Norm,Twnhs,Two_Story,Above_Average,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0,Typical,CBlock,Typical,No,GLQ,3,Unf,0,150,516,GasA,Typical,Y,SBrkr,516,516,1032,0,0,1,0,2,1,5,Typ,1,Detchd,Unf,2,462,Typical,Paved,213,0,0,0,0,0,No_Pool,Good_Privacy,None,0,12,2008,WD ,Normal,116500,-93.645743,42.009489
